"No","Kecamatan","DesilKesejahteraan","PrioritasVerval","JenisKelamin","HubungaKepalaKeluarga","Pekerjaan","Usia2023","PenerimaSEMBAKO"
"53556","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","51","Tidak"
"53557","KOTA KUDUS","1","Normal","Perempuan","Istri","4","41","Tidak"
"53558","KOTA KUDUS","1","Normal","Perempuan","Anak","0","22","Tidak"
"53559","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","19","Tidak"
"53560","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"53561","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53562","KOTA KUDUS","1","Normal","Perempuan","Lainnya","2","68","Tidak"
"53563","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","48","Tidak"
"53564","KOTA KUDUS","1","Normal","Perempuan","Istri","2","42","Tidak"
"53565","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","23","Tidak"
"53566","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"53567","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"53568","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","41","Tidak"
"53569","KOTA KUDUS","1","Normal","Perempuan","Istri","2","37","Tidak"
"53570","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53571","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"53572","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","63","Tidak"
"53573","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","56","Tidak"
"53574","KOTA KUDUS","1","Normal","Perempuan","Istri","1","53","Tidak"
"53575","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","24","Tidak"
"53576","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","19","Tidak"
"53577","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","17","Tidak"
"53578","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"53579","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","58","Tidak"
"53580","KOTA KUDUS","1","Normal","Perempuan","Istri","0","54","Ya"
"53581","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","30","Tidak"
"53582","KOTA KUDUS","1","Normal","Laki-laki","Anak","3","27","Tidak"
"53583","KOTA KUDUS","1","Normal","Laki-laki","Anak","3","23","Tidak"
"53584","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","18","Tidak"
"53585","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","15","Tidak"
"53586","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","49","Tidak"
"53587","KOTA KUDUS","1","Normal","Perempuan","Istri","0","46","Tidak"
"53588","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"53589","KOTA KUDUS","1","Normal","Perempuan","Anak","1","7","Tidak"
"53590","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","57","Tidak"
"53591","KOTA KUDUS","1","Normal","Perempuan","Istri","2","52","Ya"
"53592","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","27","Tidak"
"53593","KOTA KUDUS","1","Normal","Perempuan","Anak","3","20","Tidak"
"53594","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"53595","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","54","Tidak"
"53596","KOTA KUDUS","1","Normal","Perempuan","Istri","1","49","Ya"
"53597","KOTA KUDUS","1","Normal","Perempuan","Anak","1","85","Tidak"
"53598","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","29","Tidak"
"53599","KOTA KUDUS","1","Normal","Perempuan","Anak","1","23","Tidak"
"53600","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","59","Tidak"
"53601","KOTA KUDUS","1","Normal","Perempuan","Istri","1","57","Tidak"
"53602","KOTA KUDUS","1","Normal","Perempuan","Anak","1","23","Tidak"
"53603","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"53604","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","37","Tidak"
"53605","KOTA KUDUS","1","Normal","Perempuan","Istri","5","35","Tidak"
"53606","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"53607","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","6","Tidak"
"53608","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","54","Tidak"
"53609","KOTA KUDUS","1","Normal","Perempuan","Istri","2","47","Tidak"
"53610","KOTA KUDUS","1","Normal","Perempuan","Anak","1","26","Tidak"
"53611","KOTA KUDUS","1","Normal","Perempuan","Anak","1","24","Tidak"
"53612","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"53613","KOTA KUDUS","1","Normal","Perempuan","Anak","1","9","Tidak"
"53614","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","52","Tidak"
"53615","KOTA KUDUS","1","Normal","Perempuan","Istri","1","51","Tidak"
"53616","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","27","Tidak"
"53617","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"53618","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"53619","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","49","Tidak"
"53620","KOTA KUDUS","1","Normal","Perempuan","Istri","5","53","Ya"
"53621","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","26","Tidak"
"53622","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","24","Tidak"
"53623","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53624","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"53625","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","42","Tidak"
"53626","KOTA KUDUS","1","Normal","Perempuan","Istri","5","38","Tidak"
"53627","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","17","Tidak"
"53628","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53629","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"53630","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","52","Tidak"
"53631","KOTA KUDUS","1","Normal","Perempuan","Istri","1","52","Tidak"
"53632","KOTA KUDUS","1","Normal","Perempuan","Anak","5","29","Ya"
"53633","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","24","Tidak"
"53634","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","20","Tidak"
"53635","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"53636","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","81","Tidak"
"53637","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","46","Tidak"
"53638","KOTA KUDUS","1","Normal","Perempuan","Istri","2","45","Tidak"
"53639","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","17","Tidak"
"53640","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"53641","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","64","Tidak"
"53642","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","72","Tidak"
"53643","KOTA KUDUS","1","Normal","Perempuan","Istri","2","51","Ya"
"53644","KOTA KUDUS","1","Normal","Perempuan","Anak","0","23","Tidak"
"53645","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53646","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","13","Tidak"
"53647","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","46","Tidak"
"53648","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","4","34","Tidak"
"53649","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","12","Tidak"
"53650","KOTA KUDUS","1","Normal","Perempuan","Anak","1","3","Tidak"
"53651","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","77","Ya"
"53652","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","56","Tidak"
"53653","KOTA KUDUS","1","Normal","Perempuan","Istri","2","46","Tidak"
"53654","KOTA KUDUS","1","Normal","Perempuan","Anak","1","23","Tidak"
"53655","KOTA KUDUS","1","Normal","Perempuan","Anak","2","21","Tidak"
"53656","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","18","Tidak"
"53657","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"53658","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","0","32","Tidak"
"53659","KOTA KUDUS","1","Normal","Perempuan","Istri","1","34","Tidak"
"53660","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"53661","KOTA KUDUS","1","Normal","Perempuan","Anak","1","6","Tidak"
"53662","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","45","Tidak"
"53663","KOTA KUDUS","1","Normal","Perempuan","Istri","1","36","Tidak"
"53664","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53665","KOTA KUDUS","1","Normal","Perempuan","Anak","1","7","Tidak"
"53666","KOTA KUDUS","1","Normal","Perempuan","Lainnya","4","74","Tidak"
"53667","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","61","Tidak"
"53668","KOTA KUDUS","1","Normal","Perempuan","Istri","2","51","Tidak"
"53669","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","28","Tidak"
"53670","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","24","Tidak"
"53671","KOTA KUDUS","1","Normal","Perempuan","Anak","1","23","Tidak"
"53672","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","93","Tidak"
"53673","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","46","Tidak"
"53674","KOTA KUDUS","1","Normal","Perempuan","Istri","1","45","Tidak"
"53675","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","21","Tidak"
"53676","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","20","Tidak"
"53677","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"53678","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","10","Tidak"
"53679","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","46","Tidak"
"53680","KOTA KUDUS","1","Normal","Perempuan","Istri","1","42","Ya"
"53681","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","15","Tidak"
"53682","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","10","Tidak"
"53683","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","71","Tidak"
"53684","KOTA KUDUS","1","Normal","Perempuan","Anak","1","43","Tidak"
"53685","KOTA KUDUS","1","Normal","Perempuan","Anak","1","39","Tidak"
"53686","KOTA KUDUS","1","Normal","Perempuan","Anak","2","36","Tidak"
"53687","KOTA KUDUS","1","Normal","Perempuan","Anak","2","28","Tidak"
"53688","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"53689","KOTA KUDUS","1","Normal","Perempuan","Istri","2","31","Tidak"
"53690","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"53691","KOTA KUDUS","1","Normal","Perempuan","Anak","1","6","Tidak"
"53692","KOTA KUDUS","1","Normal","Perempuan","Lainnya","0","60","Tidak"
"53693","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","42","Tidak"
"53694","KOTA KUDUS","1","Normal","Perempuan","Istri","4","44","Tidak"
"53695","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"53696","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"53697","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"53698","KOTA KUDUS","1","Normal","Perempuan","Anak","1","7","Tidak"
"53699","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","1","76","Tidak"
"53700","KOTA KUDUS","1","Normal","Perempuan","Istri","4","71","Tidak"
"53701","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","36","Tidak"
"53702","KOTA KUDUS","1","Normal","Laki-laki","Anak","4","28","Tidak"
"53703","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","47","Tidak"
"53704","KOTA KUDUS","1","Normal","Perempuan","Istri","2","43","Tidak"
"53705","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"53706","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"53707","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","41","Tidak"
"53708","KOTA KUDUS","1","Normal","Perempuan","Istri","4","36","Ya"
"53709","KOTA KUDUS","1","Normal","Perempuan","Anak","1","62","Tidak"
"53710","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","11","Tidak"
"53711","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","7","Tidak"
"53712","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","34","Tidak"
"53713","KOTA KUDUS","1","Normal","Perempuan","Istri","3","31","Ya"
"53714","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53715","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"53716","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","66","Tidak"
"53717","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","42","Tidak"
"53718","KOTA KUDUS","1","Normal","Perempuan","Istri","1","41","Tidak"
"53719","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53720","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"53721","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","6","Tidak"
"53722","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"53723","KOTA KUDUS","1","Normal","Perempuan","Istri","2","42","Tidak"
"53724","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"53725","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"53726","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"53727","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","4","Tidak"
"53728","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","53","Tidak"
"53729","KOTA KUDUS","1","Normal","Perempuan","Istri","1","51","Ya"
"53730","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","27","Tidak"
"53731","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","22","Tidak"
"53732","KOTA KUDUS","1","Normal","Perempuan","Anak","2","20","Tidak"
"53733","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"53734","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"53735","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","39","Tidak"
"53736","KOTA KUDUS","1","Normal","Perempuan","Istri","1","33","Tidak"
"53737","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"53738","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"53739","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","33","Tidak"
"53740","KOTA KUDUS","1","Normal","Perempuan","Istri","1","36","Tidak"
"53741","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"53742","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","6","Tidak"
"53743","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","73","Tidak"
"53744","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","45","Tidak"
"53745","KOTA KUDUS","1","Normal","Perempuan","Istri","1","34","Tidak"
"53746","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53747","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","7","Tidak"
"53748","KOTA KUDUS","1","NIK Duplikat","Perempuan","Lainnya","1","68","Tidak"
"53749","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","41","Tidak"
"53750","KOTA KUDUS","1","Normal","Perempuan","Istri","2","36","Tidak"
"53751","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"53752","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","6","Tidak"
"53753","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"53754","KOTA KUDUS","1","Normal","Perempuan","Istri","3","48","Ya"
"53755","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"53756","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"53757","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","7","Tidak"
"53758","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"53759","KOTA KUDUS","1","Normal","Perempuan","Istri","2","49","Ya"
"53760","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"53761","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","19","Tidak"
"53762","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"53763","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","83","Tidak"
"53764","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","35","Tidak"
"53765","KOTA KUDUS","1","Normal","Perempuan","Istri","2","38","Tidak"
"53766","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"53767","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"53768","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","5","Tidak"
"53769","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","2","45","Tidak"
"53770","KOTA KUDUS","1","Normal","Perempuan","Istri","2","42","Ya"
"53771","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"53772","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"53773","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"53774","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","45","Tidak"
"53775","KOTA KUDUS","1","Normal","Perempuan","Istri","1","36","Tidak"
"53776","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","17","Tidak"
"53777","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"53778","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"53779","KOTA KUDUS","1","Normal","Perempuan","Anak","1","2","Tidak"
"53780","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","33","Tidak"
"53781","KOTA KUDUS","1","Normal","Perempuan","Istri","1","31","Tidak"
"53782","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","10","Tidak"
"53783","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"53784","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","57","Tidak"
"53785","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"53786","KOTA KUDUS","1","Normal","Perempuan","Istri","4","37","Tidak"
"53787","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"53788","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"53789","KOTA KUDUS","1","Normal","Perempuan","Anak","1","9","Tidak"
"53790","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","38","Tidak"
"53791","KOTA KUDUS","1","Normal","Perempuan","Istri","2","43","Ya"
"53792","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"53793","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","77","Tidak"
"53794","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"53795","KOTA KUDUS","1","Normal","Perempuan","Istri","2","36","Tidak"
"53796","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"53797","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","82","Tidak"
"53798","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","58","Tidak"
"53799","KOTA KUDUS","1","Normal","Perempuan","Istri","4","60","Tidak"
"53800","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","0","31","Tidak"
"53801","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","4","27","Tidak"
"53802","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","25","Tidak"
"53803","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","47","Tidak"
"53804","KOTA KUDUS","1","Normal","Perempuan","Istri","4","41","Tidak"
"53805","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","14","Tidak"
"53806","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"53807","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","63","Tidak"
"53808","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","67","Tidak"
"53809","KOTA KUDUS","1","Normal","Perempuan","Istri","4","65","Ya"
"53810","KOTA KUDUS","1","Normal","Perempuan","Anak","2","33","Tidak"
"53811","KOTA KUDUS","1","Normal","Perempuan","Anak","0","25","Tidak"
"53812","KOTA KUDUS","1","Normal","Perempuan","Anak","0","22","Tidak"
"53813","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","39","Tidak"
"53814","KOTA KUDUS","1","Normal","Perempuan","Istri","4","30","Tidak"
"53815","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","10","Tidak"
"53816","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","7","Tidak"
"53817","KOTA KUDUS","1","Normal","Perempuan","Anak","1","3","Tidak"
"53818","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","47","Tidak"
"53819","KOTA KUDUS","1","Normal","Perempuan","Istri","2","46","Tidak"
"53820","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","23","Tidak"
"53821","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","16","Tidak"
"53822","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","72","Tidak"
"53823","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","47","Tidak"
"53824","KOTA KUDUS","1","Normal","Perempuan","Istri","1","42","Tidak"
"53825","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"53826","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53827","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"53828","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","35","Tidak"
"53829","KOTA KUDUS","1","Normal","Perempuan","Istri","1","29","Tidak"
"53830","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"53831","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","6","Tidak"
"53832","KOTA KUDUS","1","Normal","Perempuan","Anak","1","4","Tidak"
"53833","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","43","Tidak"
"53834","KOTA KUDUS","1","Normal","Perempuan","Istri","4","40","Tidak"
"53835","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53836","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"53837","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"53838","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","44","Tidak"
"53839","KOTA KUDUS","1","Normal","Perempuan","Istri","5","40","Tidak"
"53840","KOTA KUDUS","1","Normal","Perempuan","Anak","5","19","Tidak"
"53841","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"53842","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","36","Tidak"
"53843","KOTA KUDUS","1","Normal","Perempuan","Istri","1","32","Tidak"
"53844","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"53845","KOTA KUDUS","1","Normal","Perempuan","Anak","1","3","Tidak"
